City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Banepa,NP,2022-12-27 03:47:42,27.6298,85.5214,48.52,71,20,2.3
295,Arlit,NE,2022-12-27 03:47:42,18.7369,7.3853,59.94,33,41,4.94
296,Biltine,TD,2022-12-27 03:47:43,14.5333,20.9167,59.76,31,0,17.78
297,Vostok,RU,2022-12-27 03:47:43,46.4856,135.8833,12.69,90,90,2.95
298,Birjand,IR,2022-12-27 03:47:43,32.8663,59.2211,30.67,100,0,4.61
299,Huarmey,PE,2022-12-27 03:47:44,-10.0681,-78.1522,69.24,82,98,6.26
300,Fortuna,US,2022-12-27 03:47:44,40.5982,-124.1573,58.35,92,100,14.0
301,Shingu,JP,2022-12-27 03:47:45,33.7333,135.9833,52.41,40,0,1.99
302,Atar,MR,2022-12-27 03:47:45,20.5169,-13.0499,62.71,23,5,6.71
303,Trelew,AR,2022-12-27 03:47:45,-43.249,-65.3051,62.47,56,100,21.45
304,Suntar,RU,2022-12-27 03:47:46,62.1444,117.6319,-10.5,93,14,6.8
305,Kodiak,US,2022-12-27 03:46:10,57.79,-152.4072,36.91,87,100,11.5
306,Chingirlau,KZ,2022-12-27 03:47:47,51.095,54.0814,14.34,91,13,5.17
307,Marsh Harbour,BS,2022-12-27 03:47:47,26.5412,-77.0636,71.13,81,100,18.61
308,Rumonge,BI,2022-12-27 03:47:47,-3.9736,29.4386,70.2,85,98,2.95
309,Kentau,KZ,2022-12-27 03:47:48,43.5206,68.5094,40.59,63,98,6.51
310,Albemarle,US,2022-12-27 03:47:48,35.3501,-80.2001,32.56,70,100,0.0
311,Tayoltita,MX,2022-12-27 03:47:49,24.0833,-105.9333,54.68,32,0,7.38
312,Malindi,KE,2022-12-27 03:47:50,-3.2175,40.1191,79.34,78,33,7.76
313,Sena Madureira,BR,2022-12-27 03:47:50,-9.0656,-68.6569,69.28,99,100,2.51
314,Nome,US,2022-12-27 03:47:50,64.5011,-165.4064,8.67,52,0,11.5
315,Sambava,MG,2022-12-27 03:47:51,-14.2667,50.1667,75.87,86,7,6.85
316,Luzhou,CN,2022-12-27 03:47:51,28.8724,105.4405,45.55,88,100,6.17
317,Hollola,FI,2022-12-27 03:47:52,61.05,25.4333,21.27,91,95,14.41
318,Lumajang,ID,2022-12-27 03:47:52,-8.1335,113.2248,84.22,66,99,0.81
319,San Cristobal,VE,2022-12-27 03:47:52,7.7669,-72.225,66.38,69,92,2.15
320,Constitucion,CL,2022-12-27 03:47:53,-35.3333,-72.4167,55.51,90,1,5.32
321,Cabedelo,BR,2022-12-27 03:47:53,-6.9811,-34.8339,77.67,79,82,10.92
322,Gat,IL,2022-12-27 03:47:54,31.61,34.7642,54.39,100,60,17.87
323,Alakurtti,RU,2022-12-27 03:47:54,66.9672,30.3491,6.85,98,99,3.65
324,Faya,SA,2022-12-27 03:47:54,18.3851,42.4509,51.91,86,33,4.03
325,Senanga,ZM,2022-12-27 03:47:55,-16.1167,23.2667,65.35,95,89,5.08
326,Kalmunai,LK,2022-12-27 03:47:55,7.4167,81.8167,80.22,79,1,5.44
327,Isla Mujeres,MX,2022-12-27 03:47:56,21.2311,-86.731,66.16,83,100,5.75
328,Port Hardy,CA,2022-12-27 03:45:36,50.6996,-127.4199,44.78,93,75,6.91
329,Alofi,NU,2022-12-27 03:47:56,-19.0595,-169.9187,82.29,83,5,3.44
330,Norrkoping,SE,2022-12-27 03:47:57,58.5942,16.1826,36.59,89,20,17.27
331,Tynset,NO,2022-12-27 03:47:57,62.2759,10.7824,24.42,98,92,4.63
332,Presidencia Roque Saenz Pena,AR,2022-12-27 03:47:58,-26.7852,-60.4388,71.38,44,44,4.85
333,Port Said,EG,2022-12-27 03:47:58,31.2565,32.2841,60.78,72,40,12.66
334,Yar-Sale,RU,2022-12-27 03:47:58,66.8333,70.8333,-9.96,99,74,4.05
335,Tailai,CN,2022-12-27 03:47:59,46.3833,123.4,8.74,83,100,5.99
336,Kampene,CD,2022-12-27 03:47:59,-3.6,26.6667,65.39,99,99,2.37
337,Perpignan,FR,2022-12-27 03:48:00,42.75,2.75,48.99,87,0,6.91
338,Luanda,AO,2022-12-27 03:48:00,-8.8368,13.2343,77.0,83,40,2.3
339,Shenjiamen,CN,2022-12-27 03:48:01,29.9576,122.298,47.03,64,10,10.27
340,Pokrovsk,UA,2022-12-27 03:48:01,48.282,37.1758,36.95,97,100,4.72
341,Gallipoli,TR,2022-12-27 03:48:02,40.4103,26.6708,52.21,36,8,4.63
342,Kopervik,NO,2022-12-27 03:48:02,59.2835,5.3067,41.32,81,20,25.32
343,Paamiut,GL,2022-12-27 03:48:03,61.994,-49.6678,22.12,91,100,12.71
344,Vila Franca Do Campo,PT,2022-12-27 03:48:03,37.7167,-25.4333,48.61,74,22,0.94
345,Eidsvoll,NO,2022-12-27 03:48:04,60.3305,11.2616,31.87,93,100,13.8
346,Mount Gambier,AU,2022-12-27 03:48:04,-37.8333,140.7667,103.41,14,31,9.91
347,Sheridan,US,2022-12-27 03:48:04,44.8333,-106.9173,49.32,70,0,5.75
348,Pizarro,CO,2022-12-27 03:48:05,4.9533,-77.366,75.29,93,99,6.62
349,Mamallapuram,IN,2022-12-27 03:48:05,12.6264,80.1722,82.45,77,24,8.7
350,Arraial Do Cabo,BR,2022-12-27 03:48:06,-22.9661,-42.0278,72.88,95,100,23.71
351,Miandrivazo,MG,2022-12-27 03:48:06,-19.5167,45.4667,79.11,71,100,3.83
352,Zhigalovo,RU,2022-12-27 03:48:07,54.8097,105.1578,-8.01,92,30,0.43
353,Yenagoa,NG,2022-12-27 03:48:07,4.9247,6.2642,72.57,68,5,2.95
354,Fethiye,TR,2022-12-27 03:48:08,36.6217,29.1164,46.27,31,0,4.63
355,Gainesville,US,2022-12-27 03:43:51,29.6516,-82.3248,38.75,73,0,0.0
356,Pemangkat,ID,2022-12-27 03:48:08,1.1667,108.9667,82.47,69,100,11.01
357,Deputatskiy,RU,2022-12-27 03:48:09,69.3,139.9,-25.13,94,91,4.88
358,Gushikawa,JP,2022-12-27 03:48:10,26.3544,127.8686,63.99,63,100,6.91
359,Codrington,AU,2022-12-27 03:48:10,-38.2667,141.9667,102.33,18,4,16.69
360,Leningradskiy,RU,2022-12-27 03:48:10,69.3833,178.4167,-14.96,96,40,4.38
361,Raymond,US,2022-12-27 03:48:11,43.9015,-70.4703,28.24,67,100,7.61
362,Montepuez,MZ,2022-12-27 03:48:11,-13.1256,38.9997,67.33,96,100,2.13
363,Chabahar,IR,2022-12-27 03:48:12,25.2919,60.643,71.82,73,50,5.68
364,Bartica,GY,2022-12-27 03:48:12,6.4,-58.6167,75.52,99,56,2.1
365,Nalut,LY,2022-12-27 03:48:12,30.3333,10.85,50.25,82,0,9.89
366,Santa Isabel Do Rio Negro,BR,2022-12-27 03:48:13,-0.4139,-65.0192,75.2,82,84,0.96
367,Gobo,JP,2022-12-27 03:48:13,33.8833,135.15,52.83,59,7,15.75
368,Bone,DE,2022-12-27 03:48:14,51.9669,12.1396,39.88,84,8,11.45
369,Batagay,RU,2022-12-27 03:48:14,67.6333,134.6333,-31.45,98,30,4.29
370,Ust-Maya,RU,2022-12-27 03:48:15,60.4167,134.5333,-31.07,98,100,0.13
371,Talnakh,RU,2022-12-27 03:48:15,69.4865,88.3972,9.21,96,99,7.58
372,Mayor Pablo Lagerenza,PY,2022-12-27 03:48:16,-19.9309,-60.7718,76.24,69,51,4.68
373,Vettavalam,IN,2022-12-27 03:48:16,12.1,79.25,78.08,80,31,6.78
374,Champerico,GT,2022-12-27 03:48:17,14.3,-91.9167,77.05,72,0,4.43
375,Norden,DE,2022-12-27 03:48:17,53.6,7.2,39.94,97,55,1.99
376,Nemuro,JP,2022-12-27 03:48:17,43.3236,145.575,36.14,75,48,15.86
377,Willmar,US,2022-12-27 03:48:18,45.1219,-95.0433,1.35,71,0,9.22
378,Poum,NC,2022-12-27 03:48:18,-20.2333,164.0167,76.64,88,100,12.08
379,Sinnamary,GF,2022-12-27 03:48:19,5.3833,-52.95,76.39,88,78,13.73
380,Hovd,MN,2022-12-27 03:48:19,48.0056,91.6419,0.61,77,5,0.4
381,Newcastle,AU,2022-12-27 03:47:26,-32.9272,151.7765,82.17,68,0,17.27
382,Igrim,RU,2022-12-27 03:48:20,63.1906,64.4162,16.09,91,42,8.59
383,Najran,SA,2022-12-27 03:46:55,17.4924,44.1277,57.85,72,44,3.47
384,Vanimo,PG,2022-12-27 03:48:21,-2.6741,141.3028,82.09,82,100,6.26
385,Kaniama,CD,2022-12-27 03:48:21,-7.5667,24.1833,63.75,98,100,2.01
386,Gavle,SE,2022-12-27 03:48:21,60.6745,17.1417,32.92,100,100,1.01
387,Crystal Beach,CA,2022-12-27 03:48:22,42.8699,-79.0583,21.97,81,99,6.91
388,Artemisa,CU,2022-12-27 03:48:22,22.814,-82.7561,64.58,86,100,13.87
389,Qidong,CN,2022-12-27 03:48:23,31.8128,121.6561,45.99,55,6,7.56
390,Havre-Saint-Pierre,CA,2022-12-27 03:48:23,50.2334,-63.5986,17.6,76,95,17.29
391,Livingston,GB,2022-12-27 03:48:24,55.9029,-3.5226,35.85,86,0,11.5
392,Amga,RU,2022-12-27 03:48:24,60.8953,131.9608,-26.27,99,100,1.41
393,Oranjestad,AW,2022-12-27 03:45:23,12.524,-70.027,79.92,82,20,18.41
394,San Patricio,US,2022-12-27 03:48:25,28.017,-97.5169,53.44,47,0,7.14
395,Lorica,CO,2022-12-27 03:48:26,9.2365,-75.8135,75.18,88,21,4.63
396,Mafra,BR,2022-12-27 03:48:26,-26.1114,-49.8053,64.06,97,67,4.5
397,Sakakah,SA,2022-12-27 03:48:27,29.9697,40.2064,47.77,78,97,13.62
398,Mashhad,IR,2022-12-27 03:48:27,36.297,59.6062,37.54,93,75,0.0
399,Mogadishu,SO,2022-12-27 03:43:51,2.0371,45.3438,78.53,76,20,13.73
400,Beloha,MG,2022-12-27 03:48:28,-25.1667,45.05,77.67,78,80,7.0
401,North Platte,US,2022-12-27 03:48:28,41.1239,-100.7654,27.12,83,0,13.0
402,Nelson Bay,AU,2022-12-27 03:48:29,-32.7167,152.15,82.45,76,0,18.01
403,Pontevedra,ES,2022-12-27 03:48:29,42.431,-8.6444,54.5,93,20,2.19
404,Xining,CN,2022-12-27 03:48:30,36.6167,101.7667,17.96,42,27,1.1
405,Rio Branco,BR,2022-12-27 03:48:30,-9.9747,-67.81,75.81,94,20,3.44
406,Yashkul,RU,2022-12-27 03:48:31,46.1711,45.3435,30.16,58,88,3.67
407,Nancha,CN,2022-12-27 03:48:31,47.1333,129.2667,11.5,76,98,1.12
408,Roebourne,AU,2022-12-27 03:48:32,-20.7833,117.1333,89.78,50,61,13.02
409,Okato,NZ,2022-12-27 03:48:32,-39.2,173.8833,69.69,51,4,12.1
410,Madrid,ES,2022-12-27 03:48:33,40.4165,-3.7026,48.38,90,0,3.0
411,Guilin,CN,2022-12-27 03:48:33,25.2819,110.2864,51.91,49,100,6.67
412,Khash,IR,2022-12-27 03:48:34,28.2211,61.2158,52.9,71,97,8.72
413,Guaruja,BR,2022-12-27 03:48:34,-23.9931,-46.2564,76.89,26,75,1.92
414,Phuthaditjhaba,ZA,2022-12-27 03:48:34,-28.5242,28.8158,55.44,93,76,2.51
415,Kavaratti,IN,2022-12-27 03:48:35,10.5669,72.642,80.78,80,100,12.57
416,Quesnel,CA,2022-12-27 03:48:35,52.9999,-122.5029,32.5,93,0,3.44
417,Zaraza,VE,2022-12-27 03:48:36,9.3503,-65.3245,71.6,92,80,3.78
418,Cidreira,BR,2022-12-27 03:48:36,-30.1811,-50.2056,66.83,73,49,4.34
419,Puerto Escondido,MX,2022-12-27 03:44:22,15.85,-97.0667,79.63,69,40,0.0
420,Zhangjiakou,CN,2022-12-27 03:48:37,40.81,114.8794,16.16,44,33,16.15
421,Stokmarknes,NO,2022-12-27 03:48:37,68.5646,14.9108,40.98,70,100,11.5
422,Atbasar,KZ,2022-12-27 03:44:48,51.8,68.3333,5.88,95,99,5.93
423,Sao Paulo Do Potengi,BR,2022-12-27 03:48:38,-5.895,-35.7628,77.11,84,49,6.51
424,Tuy Hoa,VN,2022-12-27 03:48:38,13.0833,109.3,74.82,75,71,14.76
425,Malanje,AO,2022-12-27 03:48:39,-9.5402,16.341,61.09,97,100,2.62
426,Port Lincoln,AU,2022-12-27 03:48:39,-34.7333,135.8667,87.75,42,54,7.87
427,Binzhou,CN,2022-12-27 03:48:40,37.3667,118.0167,35.04,29,73,8.55
428,Honningsvag,NO,2022-12-27 03:48:40,70.9821,25.9704,35.35,80,75,27.63
429,Mancio Lima,BR,2022-12-27 03:48:41,-7.6142,-72.8958,67.93,99,97,1.41
430,Wagga Wagga,AU,2022-12-27 03:48:41,-35.1167,147.3667,99.84,25,1,3.0
431,Aasiaat,GL,2022-12-27 03:48:42,68.7098,-52.8699,-9.38,90,26,11.12
432,Comodoro Rivadavia,AR,2022-12-27 03:48:43,-45.8667,-67.5,57.06,58,0,3.44
433,Hasaki,JP,2022-12-27 03:48:43,35.7333,140.8333,50.4,39,0,10.33
434,Kahului,US,2022-12-27 03:48:44,20.8947,-156.47,78.82,71,40,13.8
435,Versalles,FR,2022-12-27 03:44:29,48.8,2.1333,41.02,93,0,9.22
436,Arys,KZ,2022-12-27 03:48:44,42.4252,68.795,31.23,67,96,4.41
437,Meulaboh,ID,2022-12-27 03:48:45,4.1363,96.1285,83.17,69,89,1.83
438,Emba,KZ,2022-12-27 03:48:45,48.8264,58.1442,11.3,93,85,3.71
439,Leh,IN,2022-12-27 03:48:45,34.1667,77.5833,12.72,81,97,1.7
440,Cocobeach,GA,2022-12-27 03:48:46,1.0002,9.5823,79.07,83,74,2.75
441,Sovetskiy,RU,2022-12-27 03:48:46,61.3614,63.5842,7.03,91,13,6.89
442,Santa Teresa,VE,2022-12-27 03:48:47,10.2341,-66.6631,76.41,97,73,1.86
443,Iskateley,RU,2022-12-27 03:48:47,67.6803,53.1512,14.79,95,96,8.97
444,Richards Bay,ZA,2022-12-27 03:46:05,-28.783,32.0377,69.42,91,100,3.8
445,San Vicente De Canete,PE,2022-12-27 03:48:48,-13.0751,-76.3835,69.12,88,100,2.55
446,Verkhnevilyuysk,RU,2022-12-27 03:48:48,63.4453,120.3167,-8.7,93,32,8.34
447,Vanavara,RU,2022-12-27 03:48:49,60.34,102.2797,9.28,93,99,9.93
448,Namtsy,RU,2022-12-27 03:48:49,62.7161,129.6658,-35.77,100,100,1.5
449,Ibicarai,BR,2022-12-27 03:48:49,-14.865,-39.5875,69.22,96,100,0.83
450,Ust-Tsilma,RU,2022-12-27 03:48:50,65.441,52.1498,16.56,92,100,6.46
451,Mahebourg,MU,2022-12-27 03:48:50,-20.4081,57.7,79.09,69,40,11.5
452,Chopinzinho,BR,2022-12-27 03:48:51,-25.8558,-52.5233,66.0,74,26,1.48
453,Yinchuan,CN,2022-12-27 03:48:51,38.4681,106.2731,19.02,25,0,3.69
454,Nueva Gerona,CU,2022-12-27 03:48:52,21.8833,-82.8,71.49,78,100,20.85
455,Glens Falls,US,2022-12-27 03:46:02,43.3095,-73.644,24.94,67,100,4.61
456,Jalu,LY,2022-12-27 03:48:52,29.0331,21.5482,54.12,69,0,5.39
457,Teresopolis,BR,2022-12-27 03:48:53,-22.4122,-42.9656,63.32,99,100,4.72
458,Seddon,AU,2022-12-27 03:48:53,-37.8068,144.8916,102.88,31,0,17.27
459,Padang,ID,2022-12-27 03:48:53,-0.9492,100.3543,84.25,64,100,4.16
460,Kruisfontein,ZA,2022-12-27 03:48:54,-34.0033,24.7314,63.54,71,0,5.39
461,Sann,PK,2022-12-27 03:48:54,26.0418,68.1378,49.91,20,0,5.77
462,Tecoanapa,MX,2022-12-27 03:48:55,16.5167,-98.75,74.59,82,1,4.59
463,Whitehorse,CA,2022-12-27 03:48:55,60.7161,-135.0538,11.17,78,100,19.57
464,Aksu,CN,2022-12-27 03:48:55,41.1231,80.2644,23.14,42,0,0.67
465,Sao Sebastiao,BR,2022-12-27 03:46:38,-23.76,-45.4097,73.22,91,88,3.24
466,Vredendal,ZA,2022-12-27 03:48:56,-31.6683,18.5012,59.65,91,0,4.85
467,Mangit,UZ,2022-12-27 03:48:56,40.5971,70.9607,34.72,48,68,5.61
468,Svetlyy,RU,2022-12-27 03:48:57,54.675,20.1347,39.96,80,97,19.95
469,Manadhoo,MV,2022-12-27 03:48:57,5.7667,73.3833,80.01,78,57,13.06
470,Potosi,BO,2022-12-27 03:48:58,-19.5836,-65.7531,46.98,69,69,4.76
471,Puerto Colombia,CO,2022-12-27 03:48:58,10.9878,-74.9547,78.89,84,20,16.8
472,Nishihara,JP,2022-12-27 03:48:59,26.1842,127.7558,64.06,63,75,13.8
473,Biskamzha,RU,2022-12-27 03:48:59,53.4497,89.5272,14.27,97,99,1.48
474,Goderich,CA,2022-12-27 03:49:00,43.7501,-81.7165,26.91,74,100,12.66
475,Pingliang,CN,2022-12-27 03:49:00,35.5392,106.6861,26.69,27,19,2.95
476,San Rafael,AR,2022-12-27 03:49:00,-34.6177,-68.3301,72.07,36,1,9.64
477,Gurupi,BR,2022-12-27 03:49:01,-11.7292,-49.0686,69.24,97,100,4.16
478,La Ronge,CA,2022-12-27 03:45:35,55.1001,-105.2842,-1.95,78,100,13.8
479,Camacha,PT,2022-12-27 03:49:02,33.0833,-16.3333,63.82,82,20,9.22
480,Byron Bay,AU,2022-12-27 03:44:04,-28.65,153.6167,81.95,59,65,10.76
481,Meridian,US,2022-12-27 03:45:35,43.6121,-116.3915,38.14,96,100,4.61
482,College,US,2022-12-27 03:46:58,64.8569,-147.8028,-0.45,68,75,6.91
483,Norrtalje,SE,2022-12-27 03:49:03,59.758,18.705,33.44,96,100,10.49
484,Likasi,CD,2022-12-27 03:49:03,-10.9814,26.7333,62.1,99,100,1.66
485,Boyolangu,ID,2022-12-27 03:49:04,-8.1181,111.8935,84.6,63,99,4.32
486,Milford,US,2022-12-27 03:49:04,41.2223,-73.0565,29.41,59,0,5.75
487,Takoradi,GH,2022-12-27 03:49:05,4.8845,-1.7554,77.54,75,6,4.43
488,Belaya Gora,RU,2022-12-27 03:49:05,68.5333,146.4167,-20.24,95,99,5.39
489,Diego De Almagro,CL,2022-12-27 03:49:06,-26.3667,-70.05,59.88,59,0,2.24
490,Hailar,CN,2022-12-27 03:49:06,49.2,119.7,-4.81,94,96,3.15
491,Menongue,AO,2022-12-27 03:49:06,-14.6585,17.691,61.59,96,97,4.05
492,Chimore,BO,2022-12-27 03:49:07,-16.9833,-65.1333,72.28,94,100,2.06
493,Ridgecrest,US,2022-12-27 03:49:07,35.6225,-117.6709,52.47,44,0,4.61
494,Agadez,NE,2022-12-27 03:49:08,19.75,10.25,55.51,43,0,8.97
495,Narva-Joesuu,EE,2022-12-27 03:49:08,59.4589,28.0408,19.47,88,100,19.69
496,Sao Jose Da Coroa Grande,BR,2022-12-27 03:49:09,-8.8978,-35.1478,76.93,82,45,7.47
497,Pagudpud,PH,2022-12-27 03:49:09,18.5616,120.7868,72.27,77,98,19.22
498,Vondrozo,MG,2022-12-27 03:49:09,-22.8167,47.2833,69.22,90,85,0.74
499,Tura,IN,2022-12-27 03:49:10,25.5198,90.2201,69.04,54,59,3.65
500,Martapura,ID,2022-12-27 03:49:10,-3.4167,114.85,84.29,74,40,4.61
501,Berdigestyakh,RU,2022-12-27 03:49:11,62.0989,126.6992,-24.09,99,80,3.6
502,Aloleng,PH,2022-12-27 03:49:11,16.1307,119.7824,81.21,52,96,9.66
503,Navolato,MX,2022-12-27 03:49:12,24.7672,-107.6944,66.38,44,0,4.76
504,Broome,US,2022-12-27 03:49:12,42.2506,-75.833,20.89,74,100,6.91
505,Bekovo,RU,2022-12-27 03:49:13,52.4663,43.712,30.27,98,100,6.87
506,Palu,ID,2022-12-27 03:46:33,-0.8917,119.8707,90.73,51,99,4.21
507,Caxito,AO,2022-12-27 03:49:13,-8.5785,13.6643,72.9,93,96,2.01
508,Rakovski,BG,2022-12-27 03:49:14,42.3,24.9667,31.86,83,45,1.88
509,Isabela,PH,2022-12-27 03:49:14,6.7085,121.9711,78.85,72,100,2.35
510,Recke,DE,2022-12-27 03:49:15,52.3833,7.7167,38.8,38,22,16.22
511,Yatou,CN,2022-12-27 03:49:15,37.15,122.3833,36.68,57,9,8.21
512,Abha,SA,2022-12-27 03:49:16,18.2164,42.5053,51.62,87,40,4.61
513,Zeya,RU,2022-12-27 03:49:16,53.75,127.2667,8.85,77,100,2.17
514,Port Macquarie,AU,2022-12-27 03:48:22,-31.4333,152.9167,80.89,61,0,8.99
515,Hailey,US,2022-12-27 03:49:17,43.5196,-114.3153,33.8,71,97,4.0
516,Taber,CA,2022-12-27 03:49:17,49.8167,-112.1518,43.0,65,100,24.16
517,Nehe,CN,2022-12-27 03:49:17,48.4833,124.8333,6.01,89,100,1.68
518,Dhidhdhoo,MV,2022-12-27 03:49:18,6.8833,73.1,76.39,87,100,10.18
519,Cockburn Town,TC,2022-12-27 03:49:18,21.4612,-71.1419,79.11,68,9,22.17
520,Inhambane,MZ,2022-12-27 03:49:19,-23.865,35.3833,75.18,88,40,0.0
521,Ojinaga,MX,2022-12-27 03:49:19,29.5667,-104.4167,52.75,46,0,10.36
522,Tuatapere,NZ,2022-12-27 03:49:19,-46.1333,167.6833,66.16,62,40,8.72
523,Chara,RU,2022-12-27 03:49:20,56.9064,118.2631,-10.68,92,100,0.74
524,Cruzeiro Do Sul,BR,2022-12-27 03:49:20,-29.5128,-51.9853,67.08,86,3,1.45
525,Varnavino,RU,2022-12-27 03:49:21,57.4035,45.0916,-12.24,100,100,3.2
526,West Bay,KY,2022-12-27 03:49:21,19.3667,-81.4167,75.27,86,20,9.22
527,Carbonia,IT,2022-12-27 03:49:22,39.1672,8.5222,45.25,59,25,4.03
528,Manta,EC,2022-12-27 03:49:23,-0.95,-80.7333,74.98,83,40,11.5
529,Tromso,NO,2022-12-27 03:44:24,69.6496,18.957,31.37,80,20,4.61
530,Spornoye,RU,2022-12-27 03:49:23,50.8448,37.2913,34.09,99,100,8.97
531,Flin Flon,CA,2022-12-27 03:45:35,54.7682,-101.865,-0.96,92,100,9.44
532,Bafoulabe,ML,2022-12-27 03:49:24,13.8065,-10.8321,73.44,22,99,3.96
533,Hammerfest,NO,2022-12-27 03:49:24,70.6634,23.6821,34.25,75,96,16.11
534,Taoudenni,ML,2022-12-27 03:49:25,22.6783,-3.9836,61.18,28,0,9.44
535,San Quintin,MX,2022-12-27 03:49:25,30.4833,-115.95,63.0,50,72,2.64
536,Antofagasta,CL,2022-12-27 03:47:37,-23.65,-70.4,67.28,80,6,3.33
537,Baykit,RU,2022-12-27 03:49:26,61.67,96.37,13.21,97,100,4.38
538,Sao Miguel,BR,2022-12-27 03:49:26,-5.4667,-35.3667,77.77,82,56,10.27
539,Carballo,ES,2022-12-27 03:49:27,43.213,-8.691,45.52,96,21,2.59
540,Hualmay,PE,2022-12-27 03:49:27,-11.0964,-77.6139,69.24,82,98,7.07
541,Dubbo,AU,2022-12-27 03:49:28,-32.25,148.6167,93.33,13,0,9.22
542,Yumen,CN,2022-12-27 03:49:28,40.2833,97.2,20.08,40,100,2.08
543,Palmas,BR,2022-12-27 03:49:28,-10.2128,-48.3603,76.87,83,75,3.44
544,Shar,KZ,2022-12-27 03:49:29,49.5886,81.0453,6.64,76,100,9.69
545,Jingdezhen,CN,2022-12-27 03:49:29,29.2947,117.2079,54.95,32,25,2.75
546,Victoria Point,AU,2022-12-27 03:49:30,-27.5833,153.3,86.43,55,7,8.99
547,Sergeyevka,KZ,2022-12-27 03:49:30,53.88,67.4158,10.89,89,100,3.76
548,Antalaha,MG,2022-12-27 03:49:31,-14.9003,50.2788,74.84,84,6,5.01
549,Alexandria,EG,2022-12-27 03:47:52,31.2156,29.9553,61.11,61,0,8.55
550,Luancheng,CN,2022-12-27 03:49:31,37.8792,114.6517,35.76,15,0,6.17
551,Raglan,NZ,2022-12-27 03:49:32,-37.8,174.8833,82.31,60,1,8.88
552,Bansgaon,IN,2022-12-27 03:49:32,26.5586,83.3481,60.35,38,0,9.17
553,Khasan,RU,2022-12-27 03:49:33,42.4308,130.6434,23.27,57,2,7.78
554,Aleksandrov Gay,RU,2022-12-27 03:49:33,50.147,48.5704,22.55,71,100,6.91
555,Roald,NO,2022-12-27 03:49:34,62.5833,6.1333,41.14,70,40,29.93
556,Mazatlan,MX,2022-12-27 03:49:34,23.2167,-106.4167,70.02,92,0,1.01
557,Sisimiut,GL,2022-12-27 03:49:35,66.9395,-53.6735,11.19,53,7,12.28
