City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kavaratti,IN,10.5669,72.642,81.66,77,3,11.41,clear sky
345,Lom Sak,TH,16.7798,101.2422,85.89,37,0,3.44,clear sky
346,Bimbo,CF,4.2567,18.4158,77.95,24,32,7.09,scattered clouds
347,Nemuro,JP,43.3236,145.575,34.74,74,13,9.06,few clouds
348,Antalaha,MG,-14.9003,50.2788,83.66,56,11,7.67,few clouds
349,Havre-Saint-Pierre,CA,50.2334,-63.5986,10.4,73,8,10.49,clear sky
350,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,0,19.57,clear sky
351,Manado,ID,1.487,124.8455,88.57,66,20,5.75,few clouds
352,Kitimat,CA,54.0524,-128.6534,32.38,32,100,1.74,overcast clouds
353,Carlsbad,US,33.1581,-117.3506,59.92,90,100,5.75,moderate rain
354,Karratha,AU,-20.7377,116.8463,90.0,53,100,15.35,overcast clouds
355,Dalaba,GN,10.7,-12.25,59.36,45,92,2.17,overcast clouds
356,Seoul,KR,37.5683,126.9778,33.19,38,20,11.5,few clouds
357,Katsuura,JP,35.1333,140.3,54.86,58,4,22.97,clear sky
358,Tirumullaivasal,IN,11.2333,79.8333,81.46,71,8,9.84,clear sky
359,Catamarca,AR,-28.4696,-65.7852,71.78,63,1,1.99,clear sky
360,Fairbanks,US,64.8378,-147.7164,3.6,73,100,4.61,light snow
361,Port Pirie,AU,-33.1833,138.0167,70.38,49,1,20.6,clear sky
362,Pachino,IT,36.7186,15.0907,58.64,66,5,3.44,clear sky
363,Jacareacanga,BR,-6.2222,-57.7528,69.71,100,71,1.23,heavy intensity rain
364,Plettenberg Bay,ZA,-34.0527,23.3716,70.5,61,0,2.82,clear sky
365,Juneau,US,58.3019,-134.4197,35.22,100,100,3.44,fog
366,Pacific Grove,US,36.6177,-121.9166,51.91,92,0,3.44,clear sky
367,Aksarka,RU,66.5606,67.7975,-14.37,100,98,1.1,overcast clouds
368,Dali,CN,25.7,100.1833,52.77,43,18,7.81,few clouds
369,Suntar,RU,62.1444,117.6319,7.29,93,100,8.1,overcast clouds
370,Praia,CV,14.9215,-23.5087,68.54,68,20,6.91,few clouds
371,Grand Gaube,MU,-20.0064,57.6608,83.37,55,8,11.99,clear sky
372,Japura,ID,-0.3167,102.35,84.69,73,96,2.33,heavy intensity rain
373,Yeghegnavan,AM,39.838,44.6253,25.2,43,100,0.83,overcast clouds
374,Syracuse,IT,37.0881,15.2792,45.99,54,7,3.91,clear sky
375,Kavieng,PG,-2.5744,150.7967,84.13,66,26,8.1,scattered clouds
376,Aleksandrov Gay,RU,50.147,48.5704,23.43,71,90,8.79,overcast clouds
377,Mayo,US,38.8876,-76.5119,33.13,83,0,3.44,clear sky
378,Alofi,NU,-19.0595,-169.9187,80.49,78,100,1.14,overcast clouds
379,Manyana,BW,-23.4,21.7167,78.76,48,100,14.05,overcast clouds
380,Havoysund,NO,70.9963,24.6622,25.03,85,68,16.91,broken clouds
381,Saint-Francois,FR,46.4154,3.9054,38.64,87,0,11.5,clear sky
382,Morgan City,US,29.6994,-91.2068,44.6,81,40,0.0,scattered clouds
383,Yurino,RU,56.2942,46.3039,6.64,93,99,9.64,overcast clouds
384,Camacari,BR,-12.6975,-38.3242,78.57,93,59,0.76,broken clouds
385,Hamilton,US,39.1834,-84.5333,30.24,91,0,8.05,mist
386,Turtas,RU,58.9417,69.1325,0.99,98,100,2.8,overcast clouds
387,Halifax,CA,44.6453,-63.5724,26.49,71,27,8.01,scattered clouds
388,Weligama,LK,5.9667,80.4167,84.61,66,67,9.62,broken clouds
389,Sivaki,RU,52.6333,126.75,1.56,90,66,5.99,broken clouds
390,Pangnirtung,CA,66.1451,-65.7125,-0.27,61,82,7.47,broken clouds
391,Teahupoo,PF,-17.8333,-149.2667,69.76,75,34,13.8,scattered clouds
392,Baykit,RU,61.67,96.37,-7.29,100,100,0.81,overcast clouds
393,Brigantine,US,39.4101,-74.3646,33.03,80,0,3.0,clear sky
394,Bratsk,RU,56.1325,101.6142,14.49,94,100,2.73,overcast clouds
395,Charagua,BO,-19.8,-63.2167,66.4,96,100,5.66,overcast clouds
396,Dingle,PH,10.9995,122.6711,74.62,95,100,10.11,moderate rain
397,Urucara,BR,-2.5364,-57.76,71.67,99,100,0.85,overcast clouds
398,Taguatinga,BR,-12.3857,-46.5711,67.98,91,63,4.0,broken clouds
399,Panindicuaro,MX,19.9667,-101.7667,54.25,62,91,3.2,overcast clouds
400,Le Port,RE,-20.9373,55.2919,86.0,55,22,4.7,few clouds
401,Ampanihy,MG,-24.7,44.75,86.38,55,0,4.47,clear sky
402,Mezhdurechensk,RU,53.6942,88.0603,20.8,89,98,2.33,overcast clouds
403,Kulhudhuffushi,MV,6.6221,73.07,80.92,78,11,12.03,few clouds
404,Sistranda,NO,63.7256,8.834,30.16,65,53,14.74,broken clouds
405,Komsomolskiy,UZ,40.4272,71.7189,36.32,75,100,4.61,overcast clouds
406,Upernavik,GL,72.7868,-56.1549,3.02,72,100,6.02,overcast clouds
407,Basiawan,PH,6.5342,125.4869,80.17,83,100,4.27,overcast clouds
408,Sussex,US,41.1834,-74.6663,30.43,77,100,0.0,overcast clouds
409,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,97,100,10.58,moderate rain
410,Timmins,CA,48.4669,-81.3331,19.22,86,100,6.91,snow
411,Pangkalanbuun,ID,-2.6833,111.6167,85.35,66,100,5.59,overcast clouds
412,Santa Cruz,BO,-17.8,-63.1667,76.46,88,75,6.91,broken clouds
413,Fort Frances,CA,48.5999,-93.4003,19.17,82,100,3.0,overcast clouds
414,Yerbogachen,RU,61.2767,108.0108,5.31,93,99,8.97,overcast clouds
415,Praya,CV,14.9215,-23.5087,68.54,68,20,6.91,few clouds
416,Araouane,ML,18.9048,-3.5265,66.22,26,100,10.13,overcast clouds
417,Souillac,MU,-20.5167,57.5167,82.78,65,40,12.66,scattered clouds
418,Bac Lieu,VN,9.285,105.7244,82.98,53,21,4.61,few clouds
419,Myaundzha,RU,63.0494,147.1858,-34.19,98,37,4.03,scattered clouds
420,Deputatskiy,RU,69.3,139.9,-11.43,100,100,1.45,overcast clouds
421,Verkhovazhye,RU,60.7472,42.0465,14.4,92,100,9.4,overcast clouds
422,Zhezkazgan,KZ,47.8043,67.7144,19.38,86,100,4.47,mist
423,Isla Vista,US,34.4133,-119.861,57.83,90,100,4.61,mist
424,Turan,VN,16.0678,108.2208,73.38,83,75,2.3,broken clouds
425,Vredendal,ZA,-31.6683,18.5012,72.79,58,0,7.85,clear sky
426,Itaituba,BR,-4.2761,-55.9836,71.19,99,100,0.83,overcast clouds
427,La Maddalena,IT,41.2142,9.4083,51.85,82,0,21.34,clear sky
428,Riachao Do Jacuipe,BR,-11.8069,-39.3856,68.7,98,37,3.58,scattered clouds
429,Shebalino,RU,51.2917,85.6772,28.92,72,100,3.27,overcast clouds
430,Garoua,CM,9.3,13.4,70.7,24,1,3.85,clear sky
431,Christchurch,NZ,-43.5333,172.6333,69.42,72,40,20.71,scattered clouds
432,Marienburg,PL,54.0359,19.0266,38.84,92,100,12.82,overcast clouds
433,Rocha,UY,-34.4833,-54.3333,63.43,66,100,8.41,overcast clouds
434,Onega,RU,63.9061,38.1404,16.54,92,100,11.54,light snow
435,Tezu,IN,27.9167,96.1667,69.6,36,96,0.56,overcast clouds
436,Castano Primo,IT,45.5536,8.7754,45.84,93,75,3.44,mist
437,Touros,BR,-5.1989,-35.4608,77.9,80,30,11.83,scattered clouds
438,Doda,IN,33.1333,75.5667,62.19,15,100,0.56,overcast clouds
439,Grindavik,IS,63.8424,-22.4338,23.47,74,20,13.8,few clouds
440,Saint-Pierre,RE,-21.3393,55.4781,85.68,58,0,20.71,clear sky
441,Chapais,CA,49.7834,-74.8492,-7.82,99,100,3.85,overcast clouds
442,Zhigansk,RU,66.7697,123.3711,-12.98,97,100,19.48,overcast clouds
443,Cockburn Town,TC,21.4612,-71.1419,79.05,78,0,20.0,clear sky
444,Tianpeng,CN,30.9866,103.9393,48.67,44,97,4.56,overcast clouds
445,Surt,LY,31.2089,16.5887,60.67,69,0,7.63,clear sky
446,Broome,US,42.2506,-75.833,25.66,90,100,5.75,overcast clouds
447,Yulara,AU,-25.2406,130.9889,98.01,26,68,22.08,broken clouds
448,Raudeberg,NO,61.9875,5.1352,33.87,52,100,10.11,overcast clouds
449,Sept-Iles,CA,50.2001,-66.3821,5.0,63,0,10.36,clear sky
450,Tanabe,JP,33.7333,135.3667,54.61,50,75,8.05,broken clouds
451,Calvinia,ZA,-31.4707,19.776,66.02,45,0,5.75,clear sky
452,Manacapuru,BR,-3.2997,-60.6206,72.27,96,100,3.71,light rain
453,Chuari Khas,IN,32.4333,76.0167,61.32,14,93,5.99,overcast clouds
454,Stolbishche,RU,55.6468,49.216,3.65,78,40,6.71,scattered clouds
455,Ha Giang,VN,22.8333,104.9833,54.45,94,100,2.95,overcast clouds
456,Lyngseidet,NO,69.5763,20.2189,26.6,94,100,10.6,snow
457,Lavrentiya,RU,65.5833,-171.0,-6.16,94,76,10.38,broken clouds
458,Taoudenni,ML,22.6783,-3.9836,63.77,29,5,10.27,clear sky
459,Akureyri,IS,65.6835,-18.0878,15.73,92,100,3.44,light snow
460,Nouakchott,MR,18.0858,-15.9785,53.53,78,0,5.35,clear sky
461,Roxana,CR,10.2753,-83.7513,77.97,96,13,3.24,few clouds
462,Waitati,NZ,-45.75,170.5667,65.62,83,0,8.28,clear sky
463,Mahon,ES,39.8885,4.2658,54.16,100,75,0.0,mist
464,Teguldet,RU,57.3064,88.1667,17.28,96,100,3.47,light snow
465,Pokhara,NP,28.2333,83.9833,62.08,37,0,6.24,clear sky
466,Nelson Bay,AU,-32.7167,152.15,82.45,75,0,27.0,clear sky
467,Toamasina,MG,-18.1667,49.3833,86.0,66,40,3.44,light rain
468,Channagiri,IN,14.0333,75.9333,84.63,47,5,9.46,clear sky
469,Polovinnoye,RU,54.7914,65.9864,6.62,96,12,5.66,few clouds
470,Ambatofinandrahana,MG,-20.55,46.8,72.46,63,47,5.93,scattered clouds
471,Rena,NO,61.1348,11.3641,0.73,95,100,3.85,overcast clouds
472,Kiruna,SE,67.8557,20.2251,16.72,93,100,5.75,light snow
473,Lamu,KE,-2.2717,40.902,86.22,68,1,8.37,clear sky
474,Srednekolymsk,RU,67.45,153.6833,-32.03,100,99,5.93,overcast clouds
475,Ulaanbaatar,MN,47.9077,106.8832,-7.47,71,7,0.0,clear sky
476,Najran,SA,17.4924,44.1277,61.45,55,100,7.2,overcast clouds
477,San Jose,US,37.3394,-121.895,51.67,92,75,1.99,broken clouds
478,Mandalgovi,MN,45.7625,106.2708,7.02,66,0,11.74,clear sky
479,Bataipora,BR,-22.2953,-53.2711,71.92,90,7,5.01,clear sky
480,Iranshahr,IR,27.2025,60.6848,64.74,82,75,4.61,light rain
481,Sorland,NO,67.667,12.6934,31.86,54,100,16.55,overcast clouds
482,Doha,QA,25.2867,51.5333,62.91,63,0,16.11,clear sky
483,Merauke,ID,-8.4667,140.3333,80.53,82,100,14.27,overcast clouds
484,Storforshei,NO,66.4043,14.5233,29.98,69,75,11.5,light snow
485,San Quintin,MX,30.4833,-115.95,59.45,84,100,4.36,overcast clouds
486,Bati,ET,11.1833,40.0167,57.96,92,100,3.89,light rain
487,Taltal,CL,-25.4,-70.4833,65.05,84,27,3.15,scattered clouds
488,San Policarpo,PH,12.1791,125.5072,77.38,92,100,15.73,heavy intensity rain
489,San Luis,AR,-33.295,-66.3356,65.88,35,30,9.75,scattered clouds
490,Dombarovskiy,RU,50.7587,59.5386,16.03,92,100,10.4,overcast clouds
491,Kathmandu,NP,27.7167,85.3167,59.22,44,20,2.3,few clouds
492,Honiara,SB,-9.4333,159.95,80.8,84,100,2.17,overcast clouds
493,Namatanai,PG,-3.6667,152.4333,83.21,68,15,6.26,few clouds
494,Narrabri,AU,-30.3167,149.7833,90.52,37,0,3.0,clear sky
495,Goundam,ML,16.4145,-3.6708,68.23,22,100,14.99,overcast clouds
496,Demba,CD,-5.51,22.2667,73.53,86,100,0.54,overcast clouds
497,Puerto Carreno,CO,6.189,-67.4859,75.6,76,30,7.9,scattered clouds
498,Tuatapere,NZ,-46.1333,167.6833,67.75,74,9,4.61,clear sky
499,Shakhunya,RU,57.6758,46.6114,5.14,96,97,9.57,overcast clouds
500,Chimore,BO,-16.9833,-65.1333,71.96,99,100,2.21,very heavy rain
501,Jimo,CN,36.3897,120.4622,37.18,23,0,11.18,clear sky
502,Zatoka,UA,46.0725,30.4654,39.07,72,10,16.46,clear sky
503,Kirakira,SB,-10.4544,161.9205,81.43,84,100,7.72,overcast clouds
504,Bucerias,MX,20.75,-105.3333,69.98,77,0,4.61,clear sky
505,Bonthe,SL,7.5264,-12.505,74.34,92,5,3.0,clear sky
506,Kropotkin,RU,45.4375,40.5756,44.02,81,100,15.79,light rain
507,Mezen,RU,65.8522,44.24,8.85,88,100,10.25,overcast clouds
508,Saldanha,ZA,-33.0117,17.9442,68.05,78,0,11.5,clear sky
509,Cyangugu,RW,-2.4846,28.9075,61.43,97,100,0.92,overcast clouds
510,Puerto Leguizamo,CO,-0.1934,-74.7819,75.42,70,87,2.55,overcast clouds
511,Tashla,RU,51.7716,52.7427,17.53,86,28,9.06,scattered clouds
512,Otavi,NA,-19.65,17.3333,83.88,30,6,13.24,clear sky
513,Milkovo,RU,54.7167,158.6167,-5.01,89,3,2.01,clear sky
514,Abhar,IR,36.1468,49.218,34.2,68,92,5.17,overcast clouds
515,North Myrtle Beach,US,33.816,-78.68,35.02,75,0,0.0,clear sky
516,Uvat,RU,59.1433,68.8953,0.54,98,81,2.55,broken clouds
517,Urumqi,CN,43.801,87.6005,0.55,92,1,2.24,mist
518,Faanui,PF,-16.4833,-151.75,81.32,73,3,14.63,clear sky
519,Cao Bang,VN,22.6667,106.25,53.11,87,100,3.22,overcast clouds
520,Blythe,US,33.6103,-114.5964,63.05,51,100,18.41,overcast clouds
521,Noumea,NC,-22.2763,166.4572,82.0,99,100,3.78,moderate rain
522,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.1,99,100,4.38,overcast clouds
523,Preobrazheniye,RU,42.9019,133.9064,22.78,62,100,8.34,overcast clouds
524,Davenda,RU,53.5556,119.317,1.13,94,79,3.11,broken clouds
525,Warri,NG,5.5167,5.75,75.65,40,91,4.21,overcast clouds
526,Nalut,LY,30.3333,10.85,51.28,64,0,6.69,clear sky
527,Horadiz,AZ,39.4488,47.3353,34.57,59,0,1.45,clear sky
528,Waingapu,ID,-9.6567,120.2641,85.69,66,100,14.88,overcast clouds
529,Hami,CN,42.8,93.45,24.55,35,8,1.97,clear sky
530,Tayga,RU,56.06,85.6197,18.52,91,100,6.06,overcast clouds
531,Moyale,KE,3.5167,39.0584,76.69,48,100,11.45,overcast clouds
532,Kushima,JP,31.4583,131.2333,54.88,57,7,10.11,clear sky
533,Baniyas,SY,35.1819,35.9487,52.09,68,43,3.83,scattered clouds
534,Sakakah,SA,29.9697,40.2064,49.57,74,9,0.69,clear sky
535,Skovorodino,RU,53.9833,123.9167,-0.8,95,100,2.75,overcast clouds
536,Oranjemund,NA,-28.55,16.4333,66.67,79,37,11.56,scattered clouds
537,Gumdag,TM,39.2061,54.5906,49.14,52,74,2.71,broken clouds
538,Luderitz,NA,-26.6481,15.1594,71.49,47,0,19.13,clear sky
539,Bundaberg,AU,-24.85,152.35,81.21,57,20,7.0,few clouds
540,Necaxa,MX,20.2167,-98.0,51.22,93,23,2.57,few clouds
541,Salgueiro,BR,-8.0742,-39.1192,71.85,86,71,9.44,broken clouds
542,Fare,PF,-16.7,-151.0167,80.62,76,2,15.1,light rain
543,Adrar,MR,20.5022,-10.0711,62.56,28,5,15.23,clear sky
544,Whitley Bay,GB,55.0397,-1.4471,46.92,78,40,4.61,scattered clouds
545,Tsevie,TG,6.4261,1.2133,67.08,53,5,4.41,clear sky
546,Pelym,RU,61.0108,61.9978,-1.57,98,27,2.53,scattered clouds
547,Vagur,FO,61.4732,-6.8119,41.58,62,68,3.96,broken clouds
548,Yanam,IN,16.7333,82.2167,91.96,42,54,2.21,broken clouds
549,Altoona,US,40.5187,-78.3947,31.21,89,84,4.09,broken clouds
550,Minot,US,48.2325,-101.2963,17.82,86,100,9.22,overcast clouds
551,Benicarlo,ES,40.4165,0.4271,48.25,71,0,1.92,clear sky
552,Lixourion,GR,38.2019,20.4314,50.0,100,0,2.3,clear sky
553,Dunedin,NZ,-45.8742,170.5036,64.26,84,0,13.98,clear sky
554,Coos Bay,US,43.3665,-124.2179,48.15,87,100,9.22,overcast clouds
555,Kolpashevo,RU,58.3131,82.9089,15.44,94,100,3.91,light snow
556,Orlik,RU,52.5178,99.825,3.49,90,79,0.98,broken clouds
557,Baruun-Urt,MN,46.6806,113.2792,4.62,79,96,7.99,overcast clouds
558,Oktyabrskoye,RU,43.0645,44.7417,28.54,86,75,2.24,broken clouds
559,Palmer,US,42.1584,-72.3287,25.21,71,9,2.73,clear sky
560,Kargil,IN,34.5667,76.1,15.04,39,0,1.34,clear sky
561,Katghora,IN,22.5,82.55,80.56,16,6,6.64,clear sky
562,Oussouye,SN,12.485,-16.5469,69.89,78,100,6.71,overcast clouds
563,Tecolutla,MX,20.4833,-97.0167,63.28,85,26,5.73,scattered clouds
564,Nanchong,CN,30.7951,106.0847,42.82,88,100,3.24,overcast clouds
565,Chabahar,IR,25.2919,60.643,72.91,79,99,8.95,moderate rain
566,Berdigestyakh,RU,62.0989,126.6992,-16.96,95,99,4.7,overcast clouds
567,Gornopravdinsk,RU,60.05,69.9,-0.69,99,100,3.09,overcast clouds
568,Alfredo Chaves,BR,-20.635,-40.7497,70.29,91,94,4.61,overcast clouds
569,Lata,PT,40.1629,-8.3327,48.54,94,63,3.96,broken clouds
570,Zvishavane,ZW,-20.3267,30.0665,79.14,48,0,9.82,clear sky
571,Odweyne,SO,9.4092,45.064,74.48,34,34,1.34,scattered clouds
572,Bentiu,SS,9.2333,29.8333,77.14,17,5,9.6,clear sky
573,Mina,MX,26.0011,-100.5299,53.22,48,0,4.38,clear sky
574,Shizunai,JP,42.3339,142.3669,36.12,89,100,6.42,overcast clouds
575,Paamiut,GL,61.994,-49.6678,16.2,64,85,10.47,overcast clouds
576,Severo-Kurilsk,RU,50.6789,156.125,29.91,88,86,20.11,overcast clouds
577,Lumeje,AO,-11.55,20.7833,66.45,94,100,5.08,overcast clouds
578,Charters Towers,AU,-20.1,146.2667,85.95,44,50,12.95,scattered clouds
579,Asfi,MA,32.2994,-9.2372,60.13,74,100,3.33,overcast clouds
580,Saint-Augustin,CA,51.226,-58.6502,4.69,79,2,9.57,clear sky
581,Grand Forks,US,47.9417,-97.4337,22.78,86,100,4.61,overcast clouds
582,Abatskoye,RU,56.2875,70.4555,2.16,98,83,5.21,broken clouds
583,Padang,ID,-0.9492,100.3543,84.25,68,100,6.96,overcast clouds
584,Granadilla De Abona,ES,28.1188,-16.576,63.81,57,40,21.85,scattered clouds
585,Inndyr,NO,67.0338,14.0276,35.64,71,100,10.98,light snow
586,Boffa,GN,10.1667,-14.0333,74.5,82,77,3.62,broken clouds
587,Mahajanga,MG,-15.7167,46.3167,86.02,54,20,13.8,few clouds
588,Yenagoa,NG,4.9247,6.2642,76.69,65,57,3.44,broken clouds
589,Camacha,PT,33.0833,-16.3333,60.22,77,20,4.61,few clouds
590,Eskil,TR,38.4017,33.4131,40.55,48,8,1.79,clear sky
591,Biltine,TD,14.5333,20.9167,63.59,29,0,18.3,clear sky
592,Vangaindrano,MG,-23.35,47.6,81.84,67,19,7.65,few clouds
593,Tamandare,BR,-8.7597,-35.1047,76.53,84,77,7.47,broken clouds
594,Oulainen,FI,64.2667,24.8,20.8,96,100,4.21,overcast clouds
595,Tuburan,PH,6.6439,122.2736,82.49,81,100,8.05,light rain
596,Cortez,US,37.3489,-108.5859,39.96,87,100,13.8,light rain
597,Zarand,IR,30.8127,56.564,39.6,93,100,6.15,light rain
598,Concordia,AR,-31.393,-58.0209,64.78,92,0,4.0,clear sky
599,Livramento,BR,-3.0254,-60.1803,74.08,100,75,2.3,broken clouds
600,Miram Shah,PK,33.0086,70.0697,58.93,33,100,0.89,overcast clouds
601,Awbari,LY,26.5921,12.7805,52.02,59,0,4.7,clear sky
602,Gondanglegi,ID,-7.7479,112.0132,86.5,67,63,2.37,broken clouds
603,Forbes,AU,-33.3833,148.0167,94.91,16,0,7.2,clear sky
604,Djibo,BF,14.1022,-1.6306,64.18,25,66,11.25,broken clouds
605,Afonso Bezerra,BR,-5.4983,-36.5056,75.83,81,62,11.45,broken clouds
606,Coihaique,CL,-45.5752,-72.0662,46.35,57,0,3.44,clear sky
607,Moron,AR,-34.6534,-58.6198,75.96,54,10,5.48,clear sky
608,Katangli,RU,51.7102,143.2326,-5.19,99,90,4.0,overcast clouds
609,Greenville,US,35.6127,-77.3663,26.55,93,0,0.0,clear sky
610,Maragogi,BR,-9.0122,-35.2225,76.03,86,13,5.86,few clouds
611,Bathurst,AU,-33.4166,149.5806,91.72,37,2,3.0,clear sky
612,Shitanjing,CN,39.2342,106.3439,20.43,30,0,14.56,clear sky
613,Igarka,RU,67.4667,86.5833,5.56,96,100,7.4,light snow
614,Sabzevar,IR,36.2126,57.6819,42.08,70,0,11.5,clear sky
615,Keetmanshoop,NA,-26.5833,18.1333,77.72,23,7,2.95,clear sky
616,Dzhebariki-Khaya,RU,62.2167,135.8,-37.32,100,87,0.09,overcast clouds
617,Tarauaca,BR,-8.1614,-70.7656,71.2,86,84,1.5,broken clouds
618,Baiao,BR,-2.7906,-49.6717,71.38,97,100,0.94,moderate rain
619,Usinsk,RU,65.9939,57.5281,3.16,97,100,11.41,overcast clouds
620,North Bend,US,43.4065,-124.2243,48.07,87,100,9.22,overcast clouds
621,Malakal,SS,9.5334,31.6605,76.82,18,31,11.65,scattered clouds
622,Barra Do Garcas,BR,-15.89,-52.2567,70.36,99,100,2.68,overcast clouds
623,Concarneau,FR,47.875,-3.9225,54.82,87,100,23.51,overcast clouds
624,Kaka,TM,37.3482,59.6143,47.52,52,76,7.27,broken clouds
625,Devils Lake,US,48.1128,-98.8651,15.94,91,100,11.5,overcast clouds
626,Dusi,IN,12.7667,79.6833,84.9,57,33,5.14,scattered clouds
627,San Cristobal,VE,7.7669,-72.225,63.95,75,13,1.36,few clouds
628,Kyaka,TZ,-1.2522,31.4203,75.02,79,100,0.56,overcast clouds
629,Vilhena,BR,-12.7406,-60.1458,68.68,94,100,3.56,overcast clouds
630,Kansanshi,ZM,-12.0951,26.4273,68.41,80,100,4.63,overcast clouds
631,La Ronge,CA,55.1001,-105.2842,-0.15,85,100,17.27,light snow
632,Rodino,RU,52.5,80.25,12.74,89,77,10.31,broken clouds
633,Shagamu,NG,6.8432,3.6478,72.63,44,7,2.91,clear sky
634,Kununurra,AU,-15.7667,128.7333,89.58,70,100,4.61,overcast clouds
635,Port Macquarie,AU,-31.4333,152.9167,77.9,65,0,14.25,clear sky
636,Valdivia,CL,-39.8142,-73.2459,51.89,79,0,3.04,clear sky
637,Roma,US,43.2128,-75.4557,26.82,68,100,3.44,overcast clouds
638,Lodja,CD,-3.4833,23.4333,74.52,88,99,1.05,overcast clouds
639,Kahului,US,20.8947,-156.47,75.85,75,20,11.01,few clouds
640,Wanaka,NZ,-44.7,169.15,73.35,60,7,10.02,clear sky
641,Punta Alta,AR,-38.8759,-62.0736,59.54,58,100,8.03,overcast clouds
642,Ganzhou,CN,28.8184,115.4327,41.0,90,100,4.83,overcast clouds
643,Snezhnogorsk,RU,69.1933,33.2531,20.98,96,98,10.29,overcast clouds
644,Kruisfontein,ZA,-34.0033,24.7314,69.89,45,0,7.16,clear sky
645,Akyab,MM,20.15,92.9,78.46,54,98,8.63,overcast clouds
646,Santiago Del Estero,AR,-27.7951,-64.2615,67.84,76,0,5.5,clear sky
647,Stanisic,RS,45.94,19.1653,36.32,69,14,5.53,few clouds
648,Bairiki,KI,1.3292,172.9752,84.2,74,75,12.66,light rain
649,Neiafu,TO,-18.65,-173.9833,83.08,83,20,2.3,light rain
650,Mananara,MG,-16.1667,49.7667,82.67,63,94,4.97,overcast clouds
651,Akdepe,TM,42.0551,59.3788,33.89,54,12,5.1,few clouds
652,Alice Town,BS,25.7167,-79.3,71.44,72,100,21.18,overcast clouds
653,Manggar,ID,-2.8833,108.2667,80.76,80,100,12.55,overcast clouds
654,Lakewood,US,39.7047,-105.0814,48.72,57,87,1.99,overcast clouds
655,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.24,99,100,2.13,overcast clouds
656,Acarau,BR,-2.8856,-40.12,78.84,78,82,15.64,broken clouds
657,Bombay,IN,19.0144,72.8479,87.78,42,0,4.61,smoke
658,Viedma,AR,-40.8135,-62.9967,57.02,56,12,3.96,few clouds
659,Ponta Delgada,PT,37.7333,-25.6667,61.52,94,75,14.97,light intensity drizzle rain
660,Madimba,TZ,-10.4,40.3333,83.52,78,40,11.5,scattered clouds
661,Ornskoldsvik,SE,63.2909,18.7153,29.35,93,20,8.05,few clouds
662,Floresta,BR,-8.6011,-38.5686,73.17,84,11,9.57,few clouds
663,Effingham,US,32.3669,-81.3332,30.15,60,21,1.43,few clouds
664,Romitan,UZ,39.9343,64.3814,40.95,87,100,0.0,mist
665,Bud,US,39.447,-86.1758,28.85,91,56,11.01,broken clouds
666,Mokrous,RU,51.2333,47.5167,22.15,73,100,10.87,overcast clouds
667,Manta,EC,-0.95,-80.7333,74.16,84,64,6.26,broken clouds
668,Kasongo-Lunda,CD,-6.4667,16.8167,74.66,89,29,0.67,scattered clouds
669,Leeds,GB,53.7964,-1.5477,44.38,84,20,12.66,few clouds
670,Goya,AR,-29.14,-59.2626,60.8,93,0,4.16,clear sky
671,Rio Grande,BR,-32.035,-52.0986,63.95,73,100,6.04,light rain
672,Puerto Quijarro,BO,-17.7833,-57.7667,73.67,94,11,2.13,few clouds
673,Mandurah,AU,-32.55,115.7,72.25,49,0,20.42,clear sky
674,Innisfail,AU,-17.5333,146.0333,78.62,88,100,6.98,overcast clouds
675,Hwange,ZW,-18.3693,26.5019,83.28,41,0,9.22,clear sky
676,Gwembe,ZM,-16.4975,27.6069,73.2,57,39,9.8,scattered clouds
677,Kokopo,PG,-4.352,152.2633,83.05,63,90,12.73,overcast clouds
678,Mumford,GH,5.2618,-0.759,76.62,69,10,3.62,clear sky
679,Luwingu,ZM,-10.2621,29.9271,68.23,88,94,1.12,light rain
680,Svirstroy,RU,60.7999,33.7248,21.81,95,96,8.48,overcast clouds
681,Cuamba,MZ,-14.8031,36.5372,76.05,82,88,2.75,moderate rain
682,Manjacaze,MZ,-24.7117,33.8828,87.42,52,11,0.81,few clouds
683,Blackpool,GB,53.8167,-3.05,44.91,87,40,10.36,scattered clouds
684,Golden,US,39.7555,-105.2211,50.29,61,97,9.08,overcast clouds
685,Venado Tuerto,AR,-33.7456,-61.9688,61.0,71,0,8.52,clear sky
686,Tukrah,LY,32.5341,20.5791,62.67,82,33,9.19,scattered clouds
687,Sibu,MY,2.3,111.8167,77.31,94,75,5.75,broken clouds
688,Bubaque,GW,11.2833,-15.8333,74.73,72,98,16.93,overcast clouds
689,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.82,84,39,8.41,scattered clouds
690,Tornio,FI,65.8481,24.1466,21.22,97,100,4.52,overcast clouds
691,Ormara,PK,25.2088,64.6357,73.31,72,36,1.9,scattered clouds
692,Altay,CN,47.8667,88.1167,16.68,74,8,2.3,clear sky
693,Kenora,CA,49.8167,-94.4337,14.97,92,100,11.5,overcast clouds
694,Corinto,GR,37.9407,22.9573,55.8,78,12,0.63,few clouds
